timestamp,count,area,address,lat,lon
11/11/2018,231,Facoltà di Lingue,"Via Santa Maria, 85",43.72004,10.39703
11/11/2018,224,Aula Studio Pacinotti,"Via Filippo Buonarroti, 6",43.72254,10.40751
11/11/2018,207,Polo Portanuova,Via Marinello Nelli,43.72587,10.39133
11/11/2018,170,Polo Fibonacci,"Largo Bruno Pontecorvo, 3",43.72115,10.40774
11/11/2018,146,Scuola Superiore S.Anna,"Piazza Martiri della Libertà, 33",43.72096,10.40278
11/11/2018,139,Accademia Navale,"Viale Italia, 72",43.52793,10.30778
11/11/2018,104,Residenza I Praticelli,"Via Giovanni Berchet, 40",43.7191,10.42715
11/11/2018,96,Dipartimento di Scienze Veterinarie,"Viale delle Piagge, 2",43.70851,10.41197
11/11/2018,66,DSU Piazza Cavalieri,"Piazza dei Cavalieri, 6",43.72009,10.40059
11/11/2018,61,Palazzo Lanfranchi,"Lungarno Galileo Galilei, 9",43.71381,10.40519
11/11/2018,59,Ospedale di Cisanello,Via Pietro Trivella,43.70041,10.4393
11/11/2018,52,Dipartimento di Scienze della Terra,"Via Santa Maria, 53",43.71829,10.39684
11/11/2018,50,Dipartimento  di Agraria,"Via del Borghetto, 80",43.71111,10.41331
11/11/2018,42,Ex Monastero Benedettine,"Lungarno Sidney Sonnino, 18",43.71382,10.39403
11/11/2018,42,USID,"Edificio G, Largo Bruno Pontecorvo, 3",43.71993,10.40923
11/11/2018,37,Biblioteca Salesiani,"Via Nicola Pisano, 40",43.71745,10.39232
11/11/2018,33,Museo di storia naturale,"Via Roma, 79",43.7222,10.52264
11/11/2018,23,Palazzo della Sapienza,"Via Curtatone e Montanara, 15",43.71733,10.39951
11/11/2018,20,Centro ricerche agroambientali,"Via Vecchia di Marina, 6 - S.Piero a Grado",43.67997,10.34677
11/11/2018,17,Polo Carmignani,"Piazza dei Cavalieri, 8",43.72013,10.40091
11/11/2018,14,Università di Pisa - Uffici,"Lungarno Antonio Pacinotti, 43",43.71672,10.39885
11/11/2018,11,Centro Universitario Sportivo,"Via Federico Chiarugi, 5",43.72651,10.4126
11/11/2018,10,Biblioteca di Scienze naturali e ambientali,"Via Derna, 1",43.71857,10.39524
11/11/2018,7,Edilizia,"via Fermi, 4",43.71652,10.39422
11/11/2018,4,Dipartimento di Biologia,"Via Alessandro Volta, 4Bis",43.71845,10.39603
11/11/2018,4,Palazzo Matteucci,"Piazza Evangelista Torricelli, 2",43.71823,10.39813
11/11/2018,3,Dipartimento di Farmacia,"Via Bonanno Pisano, 6",43.71654,10.3886
11/11/2018,3,Pensionato Universiatario Toniolo,Via S. Zeno 8,43.72198,10.40591
11/11/2018,2,Biblioteca di Storia delle Arti,"Via Nicola Pisano, 40",43.71745,10.39232
11/11/2018,2,Dipartimento di Scienze Politiche,"Via Filippo Serafini, 3",43.71675,10.39905
11/11/2018,2,Mensa Betti,Via E. Betti,43.71483,10.41804
11/11/2018,1,Ex Dipartimento di Chimica,"Via Risorgimento, 35",43.71833,10.39137
11/11/2018,1,Orto Botanico,"Via Luca Ghini, 13",43.71914,10.39627
11/11/2018,1,Polo didattico ex Guidotti,"Via Trieste, 38-40",43.7174,10.39228
11/11/2018,1,Storia e filosofia,"Via Pasquale Paoli, 9",43.71837,10.3987
12/11/2018,4341,Scuola di Ingegneria,"Largo Lucio Lazzarino, 1",43.72103,10.38988
12/11/2018,4330,Dipartimento di Economia,"Via Cosimo Ridolfi, 10",43.71119,10.41037
12/11/2018,3975,Polo Fibonacci,"Largo Bruno Pontecorvo, 3",43.72115,10.40774
12/11/2018,1706,Polo Portanuova,Via Marinello Nelli,43.72587,10.39133
12/11/2018,1251,Facoltà di Lingue,"Via Santa Maria, 85",43.72004,10.39703
12/11/2018,1242,Ospedale Santa Chiara,"Via Roma, 67",43.72186,10.39571
12/11/2018,958,Dipartimento di Giurisprudenza,"Via Collegio Ricci, 10",43.71779,10.39706
12/11/2018,777,DSU Lungarno Pacinotti,"Lungarno Antonio Pacinotti, 43",43.71672,10.39885
12/11/2018,715,Dipartimento  di Agraria,"Via del Borghetto, 80",43.71111,10.41331
12/11/2018,674,Dipartimento di Scienze Veterinarie,"Viale delle Piagge, 2",43.70851,10.41197
12/11/2018,615,Accademia Navale,"Viale Italia, 72",43.52793,10.30778
12/11/2018,595,Ospedale di Cisanello,Via Pietro Trivella,43.70041,10.4393
12/11/2018,587,Dipartimento di Farmacia,"Via Bonanno Pisano, 6",43.71654,10.3886
12/11/2018,574,Aula Studio Pacinotti,"Via Filippo Buonarroti, 6",43.72254,10.40751
12/11/2018,530,Biblioteca Salesiani,"Via Nicola Pisano, 40",43.71745,10.39232
12/11/2018,494,Dipartimento di Chimica,"Via Giuseppe Moruzzi, 13",43.71726,10.42732
12/11/2018,485,Polo Carmignani,"Piazza dei Cavalieri, 8",43.72013,10.40091
12/11/2018,365,Scuola Superiore S.Anna,"Piazza Martiri della Libertà, 33",43.72096,10.40278
12/11/2018,343,Dipartimento di Scienze della Terra,"Via Santa Maria, 53",43.71829,10.39684
12/11/2018,248,Polo didattico ex Guidotti,"Via Trieste, 38-40",43.7174,10.39228
12/11/2018,230,Palazzo Matteucci,"Piazza Evangelista Torricelli, 2",43.71823,10.39813
12/11/2018,200,Palazzo della Sapienza,"Via Curtatone e Montanara, 15",43.71733,10.39951
12/11/2018,194,Storia e filosofia,"Via Pasquale Paoli, 9",43.71837,10.3987
12/11/2018,184,Residenza I Praticelli,"Via Giovanni Berchet, 40",43.7191,10.42715
12/11/2018,172,DSU Piazza Cavalieri,"Piazza dei Cavalieri, 6",43.72009,10.40059
12/11/2018,172,Università di Pisa - Uffici,"Lungarno Antonio Pacinotti, 43",43.71672,10.39885
12/11/2018,158,Biblioteca di Storia delle Arti,"Via Nicola Pisano, 40",43.71745,10.39232
12/11/2018,152,Ex Monastero Benedettine,"Lungarno Sidney Sonnino, 18",43.71382,10.39403
12/11/2018,146,USID,"Edificio G, Largo Bruno Pontecorvo, 3",43.71993,10.40923
12/11/2018,140,Dipartimento di Biologia,"Via Alessandro Volta, 4Bis",43.71845,10.39603
12/11/2018,131,Centro ricerche agroambientali,"Via Vecchia di Marina, 6 - S.Piero a Grado",43.67997,10.34677
12/11/2018,113,Biblioteca di Scienze naturali e ambientali,"Via Derna, 1",43.71857,10.39524
12/11/2018,99,Dipartimento di Scienze Politiche,"Via Filippo Serafini, 3",43.71675,10.39905
12/11/2018,97,Mensa Betti,Via E. Betti,43.71483,10.41804
12/11/2018,58,Palazzo Lanfranchi,"Lungarno Galileo Galilei, 9",43.71381,10.40519
12/11/2018,41,Pensionato Universiatario Toniolo,Via S. Zeno 8,43.72198,10.40591
12/11/2018,39,Palazzo Congressi,"Via Giacomo Matteotti, 1",43.71052,10.41078
12/11/2018,34,Dipartimento di Filologia,"Via Santa Maria, 36",43.71901,10.39753
12/11/2018,32,Retrovirus,"Strada Statale 12 dell'Abetone e del Brennero, 2",43.72512,10.41319
12/11/2018,30,Orto Botanico,"Via Luca Ghini, 13",43.71914,10.39627
12/11/2018,26,Cittadella Galileiana,"Via Nicola Pisano, 27",43.71686,10.39132
12/11/2018,22,Edilizia,"via Fermi, 4",43.71652,10.39422
12/11/2018,22,Museo di storia naturale,"Via Roma, 79",43.7222,10.52264
12/11/2018,15,Centro Universitario Sportivo,"Via Federico Chiarugi, 5",43.72651,10.4126
12/11/2018,11,Ex Dipartimento di Chimica,"Via Risorgimento, 35",43.71833,10.39137
