"timestamp","count","area","address","lat","lon"
"07/05/2018",66.00,"Ospedale di Cisanello","Via Pietro Trivella","43.70041","10.4393"
"07/05/2018",54.00,"Dipartimento di Scienze della Terra","Via Santa Maria, 53","43.71829","10.39684"
"07/05/2018",48.00,"Dipartimento di Chimica","Via Giuseppe Moruzzi, 13","43.71726","10.42732"
"07/05/2018",44.00,"DSU Piazza Cavalieri","Piazza dei Cavalieri, 6","43.72009","10.40059"
"07/05/2018",44.00,"Residenza I Praticelli","Via Giovanni Berchet, 40","43.7191","10.42715"
"07/05/2018",36.00,"USID","Edificio G, Largo Bruno Pontecorvo, 3","43.71993","10.40923"
"07/05/2018",31.00,"Polo didattico ex Guidotti","Via Trieste, 38-40","43.7174","10.39228"
"07/05/2018",31.00,"Storia e filosofia","Via Pasquale Paoli, 9","43.71837","10.3987"
"07/05/2018",25.00,"Biblioteca di Storia delle Arti","Via Nicola Pisano, 40","43.71745","10.39232"
"07/05/2018",25.00,"Ex Monastero Benedettine","Lungarno Sidney Sonnino, 18","43.71382","10.39403"
"07/05/2018",23.00,"Universita' di Pisa - Uffici","Lungarno Antonio Pacinotti, 43","43.71672","10.39885"
"07/05/2018",22.00,"Dipartimento di Biologia","Via Alessandro Volta, 4Bis","43.71845","10.39603"
"07/05/2018",21.00,"Mensa Betti","Via E. Betti","43.71483","10.41804"
"07/05/2018",21.00,"Palazzo Matteucci","Piazza Evangelista Torricelli, 2","43.71823","10.39813"
"07/05/2018",20.00,"Centro ricerche agroambientali","Via Vecchia di Marina, 6 - S.Piero a Grado","43.67997","10.34677"
"07/05/2018",18.00,"Palazzo della Sapienza","Via Curtatone e Montanara, 15","43.71733","10.39951"
"07/05/2018",16.00,"Biblioteca di Scienze naturali e ambientali","Via Derna, 1","43.71857","10.39524"
"07/05/2018",11.00,"Centro Universitario Sportivo","Via Federico Chiarugi, 5","43.72651","10.4126"
"07/05/2018",9.00,"Dipartimento di Scienze Politiche","Via Filippo Serafini, 3","43.71675","10.39905"
"07/05/2018",9.00,"Palazzo Lanfranchi","Lungarno Galileo Galilei, 9","43.71381","10.40519"
"07/05/2018",5.00,"Pensionato Universiatario Toniolo","Via S. Zeno 8","43.72198","10.40591"
"07/05/2018",4.00,"Dipartimento di Filologia","Via Santa Maria, 36","43.71901","10.39753"
"07/05/2018",1.00,"Cittadella Galileiana","Via Nicola Pisano, 27","43.71686","10.39132"
"07/05/2018",1.00,"Museo di storia naturale","Via Roma, 79","43.7222","10.52264"
"07/05/2018",1.00,"Palazzo Congressi","Via Giacomo Matteotti, 1","43.71052","10.41078"
"07/06/2018",830.00,"Polo Fibonacci","Largo Bruno Pontecorvo, 3","43.72115","10.40774"
"07/06/2018",692.00,"Scuola di Ingegneria","Largo Lucio Lazzarino, 1","43.72103","10.38988"
"07/06/2018",467.00,"Dipartimento di Economia","Via Cosimo Ridolfi, 10","43.71119","10.41037"
"07/06/2018",278.00,"Polo Portanuova","Via Marinello Nelli","43.72587","10.39133"
"07/06/2018",214.00,"Ospedale Santa Chiara","Via Roma, 67","43.72186","10.39571"
"07/06/2018",146.00,"Facolta' di Lingue","Via Santa Maria, 85","43.72004","10.39703"
"07/06/2018",131.00,"Accademia Navale","Viale Italia, 72","43.52793","10.30778"
"07/06/2018",128.00,"Polo Carmignani","Piazza dei Cavalieri, 8","43.72013","10.40091"
"07/06/2018",112.00,"Ospedale di Cisanello","Via Pietro Trivella","43.70041","10.4393"
"07/06/2018",106.00,"Dipartimento di Giurisprudenza","Via Collegio Ricci, 10","43.71779","10.39706"
"07/06/2018",99.00,"Dipartimento  di Agraria","Via del Borghetto, 80","43.71111","10.41331"
"07/06/2018",87.00,"Dipartimento di Farmacia","Via Bonanno Pisano, 6","43.71654","10.3886"
"07/06/2018",77.00,"Dipartimento di Scienze Veterinarie","Viale delle Piagge, 2","43.70851","10.41197"
"07/06/2018",70.00,"Dipartimento di Scienze della Terra","Via Santa Maria, 53","43.71829","10.39684"
"07/06/2018",68.00,"Polo didattico ex Guidotti","Via Trieste, 38-40","43.7174","10.39228"
"07/06/2018",66.00,"Biblioteca Salesiani","Via Nicola Pisano, 40","43.71745","10.39232"
"07/06/2018",61.00,"DSU Lungarno Pacinotti","Lungarno Antonio Pacinotti, 43","43.71672","10.39885"
"07/06/2018",53.00,"Centro ricerche agroambientali","Via Vecchia di Marina, 6 - S.Piero a Grado","43.67997","10.34677"
"07/06/2018",42.00,"Aula Studio Pacinotti","Via Filippo Buonarroti, 6","43.72254","10.40751"
"07/06/2018",28.00,"Scuola Superiore S.Anna","Piazza Martiri della Libertà, 33","43.72096","10.40278"
"07/06/2018",26.00,"Palazzo Matteucci","Piazza Evangelista Torricelli, 2","43.71823","10.39813"
"07/06/2018",25.00,"Palazzo della Sapienza","Via Curtatone e Montanara, 15","43.71733","10.39951"
"07/06/2018",23.00,"Biblioteca di Storia delle Arti","Via Nicola Pisano, 40","43.71745","10.39232"
"07/06/2018",22.00,"Dipartimento di Biologia","Via Alessandro Volta, 4Bis","43.71845","10.39603"
"07/06/2018",18.00,"Ex Monastero Benedettine","Lungarno Sidney Sonnino, 18","43.71382","10.39403"
"07/06/2018",17.00,"Storia e filosofia","Via Pasquale Paoli, 9","43.71837","10.3987"
"07/06/2018",16.00,"Universita' di Pisa - Uffici","Lungarno Antonio Pacinotti, 43","43.71672","10.39885"
"07/06/2018",13.00,"Biblioteca di Scienze naturali e ambientali","Via Derna, 1","43.71857","10.39524"
"07/06/2018",12.00,"Dipartimento di Scienze Politiche","Via Filippo Serafini, 3","43.71675","10.39905"
"07/06/2018",9.00,"Dipartimento di Filologia","Via Santa Maria, 36","43.71901","10.39753"
"07/06/2018",6.00,"Museo di storia naturale","Via Roma, 79","43.7222","10.52264"
"07/06/2018",6.00,"Palazzo Lanfranchi","Lungarno Galileo Galilei, 9","43.71381","10.40519"
"07/06/2018",6.00,"Pensionato Universiatario Toniolo","Via S. Zeno 8","43.72198","10.40591"
"07/06/2018",5.00,"Orto Botanico","Via Luca Ghini, 13","43.71914","10.39627"
"07/06/2018",3.00,"Retrovirus","Strada Statale 12 dell'Abetone e del Brennero, 2","43.72512","10.41319"
"07/06/2018",2.00,"DSU Piazza Cavalieri","Piazza dei Cavalieri, 6","43.72009","10.40059"
"07/06/2018",2.00,"Edilizia","via Fermi, 4","43.71652","10.39422"
"07/06/2018",2.00,"Mensa Betti","Via E. Betti","43.71483","10.41804"
"07/06/2018",1.00,"Cittadella Galileiana","Via Nicola Pisano, 27","43.71686","10.39132"
"07/06/2018",1.00,"Palazzo Congressi","Via Giacomo Matteotti, 1","43.71052","10.41078"
"07/06/2018",1.00,"Residenza I Praticelli","Via Giovanni Berchet, 40","43.7191","10.42715"
"07/06/2018",1.00,"USID","Edificio G, Largo Bruno Pontecorvo, 3","43.71993","10.40923"
"07/07/2018",168.00,"DSU Lungarno Pacinotti","Lungarno Antonio Pacinotti, 43","43.71672","10.39885"
"07/07/2018",134.00,"Scuola di Ingegneria","Largo Lucio Lazzarino, 1","43.72103","10.38988"
"07/07/2018",122.00,"Dipartimento di Economia","Via Cosimo Ridolfi, 10","43.71119","10.41037"
"07/07/2018",88.00,"Palazzo Congressi","Via Giacomo Matteotti, 1","43.71052","10.41078"
"07/07/2018",86.00,"Dipartimento di Giurisprudenza","Via Collegio Ricci, 10","43.71779","10.39706"
"07/07/2018",73.00,"Ospedale Santa Chiara","Via Roma, 67","43.72186","10.39571"
"07/07/2018",61.00,"Polo Portanuova","Via Marinello Nelli","43.72587","10.39133"
"07/07/2018",53.00,"Facolta' di Lingue","Via Santa Maria, 85","43.72004","10.39703"
"07/07/2018",49.00,"Accademia Navale","Viale Italia, 72","43.52793","10.30778"
"07/07/2018",49.00,"Polo Fibonacci","Largo Bruno Pontecorvo, 3","43.72115","10.40774"
"07/07/2018",37.00,"Aula Studio Pacinotti","Via Filippo Buonarroti, 6","43.72254","10.40751"
"07/07/2018",35.00,"Scuola Superiore S.Anna","Piazza Martiri della Libertà, 33","43.72096","10.40278"
"07/07/2018",21.00,"Dipartimento di Scienze Veterinarie","Viale delle Piagge, 2","43.70851","10.41197"
"07/07/2018",19.00,"Ospedale di Cisanello","Via Pietro Trivella","43.70041","10.4393"
"07/07/2018",15.00,"Dipartimento  di Agraria","Via del Borghetto, 80","43.71111","10.41331"
"07/07/2018",8.00,"Palazzo Lanfranchi","Lungarno Galileo Galilei, 9","43.71381","10.40519"
"07/07/2018",7.00,"Polo Carmignani","Piazza dei Cavalieri, 8","43.72013","10.40091"
"07/07/2018",6.00,"Residenza I Praticelli","Via Giovanni Berchet, 40","43.7191","10.42715"
"07/07/2018",6.00,"USID","Edificio G, Largo Bruno Pontecorvo, 3","43.71993","10.40923"
"07/07/2018",5.00,"DSU Piazza Cavalieri","Piazza dei Cavalieri, 6","43.72009","10.40059"
"07/07/2018",5.00,"Storia e filosofia","Via Pasquale Paoli, 9","43.71837","10.3987"
"07/07/2018",4.00,"Ex Monastero Benedettine","Lungarno Sidney Sonnino, 18","43.71382","10.39403"
"07/07/2018",3.00,"Biblioteca Salesiani","Via Nicola Pisano, 40","43.71745","10.39232"
"07/07/2018",3.00,"Centro ricerche agroambientali","Via Vecchia di Marina, 6 - S.Piero a Grado","43.67997","10.34677"
"07/07/2018",3.00,"Museo di storia naturale","Via Roma, 79","43.7222","10.52264"
"07/07/2018",2.00,"Dipartimento di Scienze della Terra","Via Santa Maria, 53","43.71829","10.39684"
"07/07/2018",2.00,"Mensa Betti","Via E. Betti","43.71483","10.41804"
"07/07/2018",1.00,"Centro Universitario Sportivo","Via Federico Chiarugi, 5","43.72651","10.4126"
"07/07/2018",1.00,"Dipartimento di Chimica","Via Giuseppe Moruzzi, 13","43.71726","10.42732"
"07/07/2018",1.00,"Dipartimento di Farmacia","Via Bonanno Pisano, 6","43.71654","10.3886"
"07/07/2018",1.00,"Edilizia","via Fermi, 4","43.71652","10.39422"
"07/08/2018",386.00,"Scuola di Ingegneria","Largo Lucio Lazzarino, 1","43.72103","10.38988"
"07/08/2018",285.00,"Dipartimento di Economia","Via Cosimo Ridolfi, 10","43.71119","10.41037"
"07/08/2018",271.00,"Polo Fibonacci","Largo Bruno Pontecorvo, 3","43.72115","10.40774"
"07/08/2018",105.00,"DSU Lungarno Pacinotti","Lungarno Antonio Pacinotti, 43","43.71672","10.39885"
"07/08/2018",84.00,"Ospedale Santa Chiara","Via Roma, 67","43.72186","10.39571"
"07/08/2018",83.00,"Polo Portanuova","Via Marinello Nelli","43.72587","10.39133"
"07/08/2018",68.00,"Dipartimento di Giurisprudenza","Via Collegio Ricci, 10","43.71779","10.39706"
"07/08/2018",56.00,"Facolta' di Lingue","Via Santa Maria, 85","43.72004","10.39703"
"07/08/2018",49.00,"Aula Studio Pacinotti","Via Filippo Buonarroti, 6","43.72254","10.40751"
"07/08/2018",48.00,"Ospedale di Cisanello","Via Pietro Trivella","43.70041","10.4393"
"07/08/2018",43.00,"Dipartimento  di Agraria","Via del Borghetto, 80","43.71111","10.41331"
"07/08/2018",37.00,"Accademia Navale","Viale Italia, 72","43.52793","10.30778"
"07/08/2018",24.00,"Dipartimento di Scienze della Terra","Via Santa Maria, 53","43.71829","10.39684"
"07/08/2018",23.00,"Scuola Superiore S.Anna","Piazza Martiri della Libertà, 33","43.72096","10.40278"
"07/08/2018",21.00,"Dipartimento di Scienze Veterinarie","Viale delle Piagge, 2","43.70851","10.41197"
"07/08/2018",18.00,"DSU Piazza Cavalieri","Piazza dei Cavalieri, 6","43.72009","10.40059"
"07/08/2018",17.00,"Dipartimento di Farmacia","Via Bonanno Pisano, 6","43.71654","10.3886"
"07/08/2018",16.00,"Biblioteca Salesiani","Via Nicola Pisano, 40","43.71745","10.39232"
"07/08/2018",15.00,"Storia e filosofia","Via Pasquale Paoli, 9","43.71837","10.3987"
"07/08/2018",14.00,"Dipartimento di Chimica","Via Giuseppe Moruzzi, 13","43.71726","10.42732"
"07/08/2018",14.00,"Polo Carmignani","Piazza dei Cavalieri, 8","43.72013","10.40091"
"07/08/2018",14.00,"USID","Edificio G, Largo Bruno Pontecorvo, 3","43.71993","10.40923"
"07/08/2018",9.00,"Mensa Betti","Via E. Betti","43.71483","10.41804"
"07/08/2018",9.00,"Palazzo della Sapienza","Via Curtatone e Montanara, 15","43.71733","10.39951"
"07/08/2018",9.00,"Polo didattico ex Guidotti","Via Trieste, 38-40","43.7174","10.39228"
"07/08/2018",8.00,"Ex Monastero Benedettine","Lungarno Sidney Sonnino, 18","43.71382","10.39403"
"07/08/2018",8.00,"Residenza I Praticelli","Via Giovanni Berchet, 40","43.7191","10.42715"
"07/08/2018",6.00,"Biblioteca di Scienze naturali e ambientali","Via Derna, 1","43.71857","10.39524"
"07/08/2018",6.00,"Universita' di Pisa - Uffici","Lungarno Antonio Pacinotti, 43","43.71672","10.39885"
"07/08/2018",3.00,"Biblioteca di Storia delle Arti","Via Nicola Pisano, 40","43.71745","10.39232"
"07/08/2018",3.00,"Centro ricerche agroambientali","Via Vecchia di Marina, 6 - S.Piero a Grado","43.67997","10.34677"
"07/08/2018",3.00,"Dipartimento di Biologia","Via Alessandro Volta, 4Bis","43.71845","10.39603"
"07/08/2018",3.00,"Dipartimento di Scienze Politiche","Via Filippo Serafini, 3","43.71675","10.39905"
"07/08/2018",3.00,"Palazzo Matteucci","Piazza Evangelista Torricelli, 2","43.71823","10.39813"
"07/08/2018",2.00,"Dipartimento di Filologia","Via Santa Maria, 36","43.71901","10.39753"
"07/08/2018",2.00,"Palazzo Lanfranchi","Lungarno Galileo Galilei, 9","43.71381","10.40519"
"07/09/2018",772.00,"Scuola di Ingegneria","Largo Lucio Lazzarino, 1","43.72103","10.38988"
"07/09/2018",652.00,"Dipartimento di Economia","Via Cosimo Ridolfi, 10","43.71119","10.41037"
"07/09/2018",474.00,"Polo Fibonacci","Largo Bruno Pontecorvo, 3","43.72115","10.40774"
"07/09/2018",272.00,"DSU Lungarno Pacinotti","Lungarno Antonio Pacinotti, 43","43.71672","10.39885"
"07/09/2018",231.00,"Polo Portanuova","Via Marinello Nelli","43.72587","10.39133"
"07/09/2018",217.00,"Facolta' di Lingue","Via Santa Maria, 85","43.72004","10.39703"
"07/09/2018",217.00,"Ospedale Santa Chiara","Via Roma, 67","43.72186","10.39571"
"07/09/2018",193.00,"Dipartimento di Giurisprudenza","Via Collegio Ricci, 10","43.71779","10.39706"
"07/09/2018",135.00,"Ospedale di Cisanello","Via Pietro Trivella","43.70041","10.4393"
"07/09/2018",108.00,"Dipartimento di Scienze Veterinarie","Viale delle Piagge, 2","43.70851","10.41197"
"07/09/2018",108.00,"Palazzo Congressi","Via Giacomo Matteotti, 1","43.71052","10.41078"
"07/09/2018",100.00,"Dipartimento  di Agraria","Via del Borghetto, 80","43.71111","10.41331"
"07/09/2018",78.00,"Polo Carmignani","Piazza dei Cavalieri, 8","43.72013","10.40091"
"07/09/2018",77.00,"Scuola Superiore S.Anna","Piazza Martiri della Libertà, 33","43.72096","10.40278"
"07/09/2018",73.00,"Aula Studio Pacinotti","Via Filippo Buonarroti, 6","43.72254","10.40751"
"07/09/2018",54.00,"Biblioteca Salesiani","Via Nicola Pisano, 40","43.71745","10.39232"
"07/09/2018",54.00,"Dipartimento di Farmacia","Via Bonanno Pisano, 6","43.71654","10.3886"
"07/09/2018",44.00,"Accademia Navale","Viale Italia, 72","43.52793","10.30778"
"07/09/2018",43.00,"Dipartimento di Scienze della Terra","Via Santa Maria, 53","43.71829","10.39684"
"07/09/2018",42.00,"Dipartimento di Chimica","Via Giuseppe Moruzzi, 13","43.71726","10.42732"
"07/09/2018",28.00,"Ex Monastero Benedettine","Lungarno Sidney Sonnino, 18","43.71382","10.39403"
"07/09/2018",28.00,"USID","Edificio G, Largo Bruno Pontecorvo, 3","43.71993","10.40923"
"07/09/2018",21.00,"Mensa Betti","Via E. Betti","43.71483","10.41804"
"07/09/2018",17.00,"Dipartimento di Biologia","Via Alessandro Volta, 4Bis","43.71845","10.39603"
"07/09/2018",17.00,"Polo didattico ex Guidotti","Via Trieste, 38-40","43.7174","10.39228"
"07/09/2018",16.00,"Palazzo Lanfranchi","Lungarno Galileo Galilei, 9","43.71381","10.40519"
"07/09/2018",15.00,"Storia e filosofia","Via Pasquale Paoli, 9","43.71837","10.3987"
"07/09/2018",14.00,"Centro ricerche agroambientali","Via Vecchia di Marina, 6 - S.Piero a Grado","43.67997","10.34677"
"07/09/2018",14.00,"DSU Piazza Cavalieri","Piazza dei Cavalieri, 6","43.72009","10.40059"
"07/09/2018",13.00,"Universita' di Pisa - Uffici","Lungarno Antonio Pacinotti, 43","43.71672","10.39885"
"07/09/2018",12.00,"Biblioteca di Storia delle Arti","Via Nicola Pisano, 40","43.71745","10.39232"
"07/09/2018",11.00,"Palazzo della Sapienza","Via Curtatone e Montanara, 15","43.71733","10.39951"
"07/09/2018",9.00,"Palazzo Matteucci","Piazza Evangelista Torricelli, 2","43.71823","10.39813"
"07/09/2018",9.00,"Residenza I Praticelli","Via Giovanni Berchet, 40","43.7191","10.42715"
"07/09/2018",8.00,"Biblioteca di Scienze naturali e ambientali","Via Derna, 1","43.71857","10.39524"
"07/09/2018",8.00,"Centro Universitario Sportivo","Via Federico Chiarugi, 5","43.72651","10.4126"
"07/09/2018",8.00,"Dipartimento di Scienze Politiche","Via Filippo Serafini, 3","43.71675","10.39905"
"07/09/2018",5.00,"Pensionato Universiatario Toniolo","Via S. Zeno 8","43.72198","10.40591"
"07/09/2018",2.00,"Orto Botanico","Via Luca Ghini, 13","43.71914","10.39627"
"07/09/2018",1.00,"Cittadella Galileiana","Via Nicola Pisano, 27","43.71686","10.39132"
"07/09/2018",1.00,"Dipartimento di Filologia","Via Santa Maria, 36","43.71901","10.39753"
"07/09/2018",1.00,"Edilizia","via Fermi, 4","43.71652","10.39422"
"07/09/2018",1.00,"Ex Dipartimento di Chimica","Via Risorgimento, 35","43.71833","10.39137"
"07/09/2018",1.00,"Museo di storia naturale","Via Roma, 79","43.7222","10.52264"
"07/10/2018",7.00,"DSU Lungarno Pacinotti","Lungarno Antonio Pacinotti, 43","43.71672","10.39885"
"07/10/2018",5.00,"Dipartimento di Economia","Via Cosimo Ridolfi, 10","43.71119","10.41037"
"07/10/2018",5.00,"Dipartimento di Giurisprudenza","Via Collegio Ricci, 10","43.71779","10.39706"
"07/10/2018",5.00,"Palazzo Congressi","Via Giacomo Matteotti, 1","43.71052","10.41078"
"07/10/2018",4.00,"Ospedale Santa Chiara","Via Roma, 67","43.72186","10.39571"
"07/10/2018",2.00,"Scuola di Ingegneria","Largo Lucio Lazzarino, 1","43.72103","10.38988"
"07/10/2018",1.00,"Aula Studio Pacinotti","Via Filippo Buonarroti, 6","43.72254","10.40751"
"07/10/2018",1.00,"Dipartimento di Scienze Veterinarie","Viale delle Piagge, 2","43.70851","10.41197"
"07/10/2018",1.00,"Facolta' di Lingue","Via Santa Maria, 85","43.72004","10.39703"
"07/10/2018",1.00,"Polo Portanuova","Via Marinello Nelli","43.72587","10.39133"
"07/11/2018",3212.00,"Dipartimento di Economia","Via Cosimo Ridolfi, 10","43.71119","10.41037"
"07/11/2018",3053.00,"Scuola di Ingegneria","Largo Lucio Lazzarino, 1","43.72103","10.38988"
"07/11/2018",2575.00,"Polo Fibonacci","Largo Bruno Pontecorvo, 3","43.72115","10.40774"
"07/11/2018",1183.00,"DSU Lungarno Pacinotti","Lungarno Antonio Pacinotti, 43","43.71672","10.39885"
"07/11/2018",1122.00,"Facolta' di Lingue","Via Santa Maria, 85","43.72004","10.39703"
"07/11/2018",1090.00,"Polo Portanuova","Via Marinello Nelli","43.72587","10.39133"
"07/11/2018",1012.00,"Dipartimento di Giurisprudenza","Via Collegio Ricci, 10","43.71779","10.39706"
"07/11/2018",971.00,"Ospedale Santa Chiara","Via Roma, 67","43.72186","10.39571"
"07/11/2018",564.00,"Aula Studio Pacinotti","Via Filippo Buonarroti, 6","43.72254","10.40751"
"07/11/2018",547.00,"Dipartimento  di Agraria","Via del Borghetto, 80","43.71111","10.41331"
"07/11/2018",537.00,"Scuola Superiore S.Anna","Piazza Martiri della Libertà, 33","43.72096","10.40278"
"07/11/2018",464.00,"Dipartimento di Scienze Veterinarie","Viale delle Piagge, 2","43.70851","10.41197"
"07/11/2018",443.00,"Ospedale di Cisanello","Via Pietro Trivella","43.70041","10.4393"
"07/11/2018",316.00,"Accademia Navale","Viale Italia, 72","43.52793","10.30778"
"07/11/2018",303.00,"Dipartimento di Farmacia","Via Bonanno Pisano, 6","43.71654","10.3886"
"07/11/2018",279.00,"Polo Carmignani","Piazza dei Cavalieri, 8","43.72013","10.40091"
"07/11/2018",271.00,"Biblioteca Salesiani","Via Nicola Pisano, 40","43.71745","10.39232"
"07/11/2018",265.00,"Residenza I Praticelli","Via Giovanni Berchet, 40","43.7191","10.42715"
"07/11/2018",231.00,"Dipartimento di Chimica","Via Giuseppe Moruzzi, 13","43.71726","10.42732"
"07/11/2018",217.00,"USID","Edificio G, Largo Bruno Pontecorvo, 3","43.71993","10.40923"
"07/11/2018",210.00,"Dipartimento di Scienze della Terra","Via Santa Maria, 53","43.71829","10.39684"
"07/11/2018",197.00,"DSU Piazza Cavalieri","Piazza dei Cavalieri, 6","43.72009","10.40059"
"07/11/2018",172.00,"Storia e filosofia","Via Pasquale Paoli, 9","43.71837","10.3987"
"07/11/2018",161.00,"Polo didattico ex Guidotti","Via Trieste, 38-40","43.7174","10.39228"
"07/11/2018",144.00,"Centro ricerche agroambientali","Via Vecchia di Marina, 6 - S.Piero a Grado","43.67997","10.34677"
"07/11/2018",139.00,"Universita' di Pisa - Uffici","Lungarno Antonio Pacinotti, 43","43.71672","10.39885"
"07/11/2018",132.00,"Mensa Betti","Via E. Betti","43.71483","10.41804"
"07/11/2018",106.00,"Biblioteca di Storia delle Arti","Via Nicola Pisano, 40","43.71745","10.39232"
"07/11/2018",97.00,"Palazzo della Sapienza","Via Curtatone e Montanara, 15","43.71733","10.39951"
"07/11/2018",95.00,"Palazzo Matteucci","Piazza Evangelista Torricelli, 2","43.71823","10.39813"
"07/11/2018",82.00,"Palazzo Lanfranchi","Lungarno Galileo Galilei, 9","43.71381","10.40519"
"07/11/2018",79.00,"Ex Monastero Benedettine","Lungarno Sidney Sonnino, 18","43.71382","10.39403"
"07/11/2018",78.00,"Biblioteca di Scienze naturali e ambientali","Via Derna, 1","43.71857","10.39524"
"07/11/2018",70.00,"Centro Universitario Sportivo","Via Federico Chiarugi, 5","43.72651","10.4126"
"07/11/2018",66.00,"Dipartimento di Biologia","Via Alessandro Volta, 4Bis","43.71845","10.39603"
"07/11/2018",59.00,"Pensionato Universiatario Toniolo","Via S. Zeno 8","43.72198","10.40591"
"07/11/2018",55.00,"Dipartimento di Scienze Politiche","Via Filippo Serafini, 3","43.71675","10.39905"
"07/11/2018",26.00,"Dipartimento di Filologia","Via Santa Maria, 36","43.71901","10.39753"
"07/11/2018",23.00,"Museo di storia naturale","Via Roma, 79","43.7222","10.52264"
"07/11/2018",19.00,"Edilizia","via Fermi, 4","43.71652","10.39422"
"07/11/2018",14.00,"Retrovirus","Strada Statale 12 dell'Abetone e del Brennero, 2","43.72512","10.41319"
"07/11/2018",10.00,"Orto Botanico","Via Luca Ghini, 13","43.71914","10.39627"
"07/11/2018",9.00,"Ex Dipartimento di Chimica","Via Risorgimento, 35","43.71833","10.39137"
"07/11/2018",7.00,"Palazzo Congressi","Via Giacomo Matteotti, 1","43.71052","10.41078"
"07/11/2018",1.00,"Cittadella Galileiana","Via Nicola Pisano, 27","43.71686","10.39132"
"07/12/2018",1576.00,"Scuola di Ingegneria","Largo Lucio Lazzarino, 1","43.72103","10.38988"
"07/12/2018",1350.00,"Dipartimento di Economia","Via Cosimo Ridolfi, 10","43.71119","10.41037"
"07/12/2018",995.00,"Polo Fibonacci","Largo Bruno Pontecorvo, 3","43.72115","10.40774"
"07/12/2018",553.00,"DSU Lungarno Pacinotti","Lungarno Antonio Pacinotti, 43","43.71672","10.39885"
"07/12/2018",444.00,"Ospedale Santa Chiara","Via Roma, 67","43.72186","10.39571"
"07/12/2018",440.00,"Polo Portanuova","Via Marinello Nelli","43.72587","10.39133"
"07/12/2018",411.00,"Facolta' di Lingue","Via Santa Maria, 85","43.72004","10.39703"
"07/12/2018",373.00,"Dipartimento di Giurisprudenza","Via Collegio Ricci, 10","43.71779","10.39706"
"07/12/2018",287.00,"Ospedale di Cisanello","Via Pietro Trivella","43.70041","10.4393"
"07/12/2018",222.00,"Dipartimento di Scienze Veterinarie","Viale delle Piagge, 2","43.70851","10.41197"
"07/12/2018",214.00,"Dipartimento  di Agraria","Via del Borghetto, 80","43.71111","10.41331"
"07/12/2018",214.00,"Palazzo Congressi","Via Giacomo Matteotti, 1","43.71052","10.41078"
"07/12/2018",165.00,"Scuola Superiore S.Anna","Piazza Martiri della Libertà, 33","43.72096","10.40278"
"07/12/2018",162.00,"Aula Studio Pacinotti","Via Filippo Buonarroti, 6","43.72254","10.40751"
"07/12/2018",157.00,"Polo Carmignani","Piazza dei Cavalieri, 8","43.72013","10.40091"
"07/12/2018",122.00,"Dipartimento di Farmacia","Via Bonanno Pisano, 6","43.71654","10.3886"
"07/12/2018",115.00,"Biblioteca Salesiani","Via Nicola Pisano, 40","43.71745","10.39232"
"07/12/2018",95.00,"Dipartimento di Scienze della Terra","Via Santa Maria, 53","43.71829","10.39684"
"07/12/2018",93.00,"Accademia Navale","Viale Italia, 72","43.52793","10.30778"
"07/12/2018",83.00,"Dipartimento di Chimica","Via Giuseppe Moruzzi, 13","43.71726","10.42732"
"07/12/2018",68.00,"Ex Monastero Benedettine","Lungarno Sidney Sonnino, 18","43.71382","10.39403"
"07/12/2018",63.00,"USID","Edificio G, Largo Bruno Pontecorvo, 3","43.71993","10.40923"
"07/12/2018",49.00,"Mensa Betti","Via E. Betti","43.71483","10.41804"
"07/12/2018",38.00,"Storia e filosofia","Via Pasquale Paoli, 9","43.71837","10.3987"
"07/12/2018",37.00,"Palazzo Lanfranchi","Lungarno Galileo Galilei, 9","43.71381","10.40519"
"07/12/2018",37.00,"Polo didattico ex Guidotti","Via Trieste, 38-40","43.7174","10.39228"
"07/12/2018",36.00,"Centro ricerche agroambientali","Via Vecchia di Marina, 6 - S.Piero a Grado","43.67997","10.34677"
"07/12/2018",34.00,"Dipartimento di Biologia","Via Alessandro Volta, 4Bis","43.71845","10.39603"
"07/12/2018",32.00,"Universita' di Pisa - Uffici","Lungarno Antonio Pacinotti, 43","43.71672","10.39885"
"07/12/2018",29.00,"DSU Piazza Cavalieri","Piazza dei Cavalieri, 6","43.72009","10.40059"
"07/12/2018",28.00,"Biblioteca di Storia delle Arti","Via Nicola Pisano, 40","43.71745","10.39232"
"07/12/2018",28.00,"Palazzo Matteucci","Piazza Evangelista Torricelli, 2","43.71823","10.39813"
"07/12/2018",25.00,"Residenza I Praticelli","Via Giovanni Berchet, 40","43.7191","10.42715"
"07/12/2018",24.00,"Palazzo della Sapienza","Via Curtatone e Montanara, 15","43.71733","10.39951"
"07/12/2018",21.00,"Biblioteca di Scienze naturali e ambientali","Via Derna, 1","43.71857","10.39524"
"07/12/2018",19.00,"Dipartimento di Scienze Politiche","Via Filippo Serafini, 3","43.71675","10.39905"
"07/12/2018",18.00,"Pensionato Universiatario Toniolo","Via S. Zeno 8","43.72198","10.40591"
"07/12/2018",17.00,"Centro Universitario Sportivo","Via Federico Chiarugi, 5","43.72651","10.4126"
"07/12/2018",11.00,"Orto Botanico","Via Luca Ghini, 13","43.71914","10.39627"
"07/12/2018",7.00,"Edilizia","via Fermi, 4","43.71652","10.39422"
"07/12/2018",5.00,"Ex Dipartimento di Chimica","Via Risorgimento, 35","43.71833","10.39137"
